"term_id","termino","area","definicion_corta","definicion_tecnica","ejemplo","no_confundir_con","relaciones","nivel_confianza","fuentes","version","fecha_revision"
"PSY-00650","Bulling escolar","Psicología Educativa","Acoso repetido e intencional en contexto educativo","En psicología educativa, acoso repetido e intencional en contexto educativo. Relevante para bulling escolar en psicología educativa.","El orientador implementa estrategias de bulling escolar para apoyar al alumno.","","","alto","Woolfolk (2020). Educational Psychology.","2.0.0","2026-03-29"
"PSY-00651","Creatividad educativa","Psicología Educativa","Ideas originales y útiles en aprendizaje","En psicología educativa, ideas originales y útiles en aprendizaje. Relevante para creatividad educativa en psicología educativa.","El orientador implementa estrategias de creatividad educativa para apoyar al alumno.","","","alto","Woolfolk (2020). Educational Psychology.","2.0.0","2026-03-29"
"PSY-00652","Estilo de aprendizaje","Psicología Educativa","Preferencia individual en procesar información","En psicología educativa, preferencia individual en procesar información. Relevante para estilo de aprendizaje en psicología educativa.","El orientador implementa estrategias de estilo de aprendizaje para apoyar al alumno.","","","alto","Woolfolk (2020). Educational Psychology.","2.0.0","2026-03-29"
"PSY-00653","Rendimiento académico","Psicología Educativa","Nivel de logro medido por calificaciones","En psicología educativa, nivel de logro medido por calificaciones. Relevante para rendimiento académico en psicología educativa.","El orientador implementa estrategias de rendimiento académico para apoyar al alumno.","","","alto","Woolfolk (2020). Educational Psychology.","2.0.0","2026-03-29"
"PSY-00654","Comprensión lectora","Psicología Educativa","Capacidad de extraer significado de texto escrito","En psicología educativa, capacidad de extraer significado de texto escrito. Relevante para comprensión lectora en psicología educativa.","El orientador implementa estrategias de comprensión lectora para apoyar al alumno.","","","alto","Woolfolk (2020). Educational Psychology.","2.0.0","2026-03-29"
"PSY-00655","Educación emocional","Psicología Educativa","Desarrollo de competencias de gestión emocional","En psicología educativa, desarrollo de competencias de gestión emocional. Relevante para educación emocional en psicología educativa.","El orientador implementa estrategias de educación emocional para apoyar al alumno.","","","alto","Woolfolk (2020). Educational Psychology.","2.0.0","2026-03-29"
"PSY-00656","Motivación intrínseca educativa","Psicología Educativa","Aprender por satisfacción y curiosidad","En psicología educativa, aprender por satisfacción y curiosidad. Relevante para motivación intrínseca educativa en psicología educativa.","El orientador implementa estrategias de motivación intrínseca educativa para apoyar al alumno.","","","alto","Woolfolk (2020). Educational Psychology.","2.0.0","2026-03-29"
"PSY-00657","Ansiedad ante exámenes","Psicología Educativa","Respuesta emocional desadaptativa ante evaluación","En psicología educativa, respuesta emocional desadaptativa ante evaluación. Relevante para ansiedad ante exámenes en psicología educativa.","El orientador implementa estrategias de ansiedad ante exámenes para apoyar al alumno.","","","alto","Woolfolk (2020). Educational Psychology.","2.0.0","2026-03-29"
"PSY-00658","Competencias clave","Psicología Educativa","Habilidades transversales esenciales","En psicología educativa, habilidades transversales esenciales. Relevante para competencias clave en psicología educativa.","El orientador implementa estrategias de competencias clave para apoyar al alumno.","","","alto","Woolfolk (2020). Educational Psychology.","2.0.0","2026-03-29"
"PSY-00659","Gamificación educativa","Psicología Educativa","Elementos del juego para motivar aprendizaje","En psicología educativa, elementos del juego para motivar aprendizaje. Relevante para gamificación educativa en psicología educativa.","El orientador implementa estrategias de gamificación educativa para apoyar al alumno.","","","alto","Woolfolk (2020). Educational Psychology.","2.0.0","2026-03-29"
"PSY-00660","Procrastinación académica","Psicología Educativa","Aplazamiento habitual de tareas escolares","En psicología educativa, aplazamiento habitual de tareas escolares. Relevante para procrastinación académica en psicología educativa.","El orientador implementa estrategias de procrastinación académica para apoyar al alumno.","","","alto","Woolfolk (2020). Educational Psychology.","2.0.0","2026-03-29"
"PSY-00661","Tutoría entre iguales","Psicología Educativa","Alumnos con dominio asisten a compañeros","En psicología educativa, alumnos con dominio asisten a compañeros. Relevante para tutoría entre iguales en psicología educativa.","El orientador implementa estrategias de tutoría entre iguales para apoyar al alumno.","","","alto","Woolfolk (2020). Educational Psychology.","2.0.0","2026-03-29"
"PSY-00662","Educación positiva","Psicología Educativa","Psicología positiva aplicada al contexto educativo","En psicología educativa, psicología positiva aplicada al contexto educativo. Relevante para educación positiva en psicología educativa.","El orientador implementa estrategias de educación positiva para apoyar al alumno.","","","alto","Woolfolk (2020). Educational Psychology.","2.0.0","2026-03-29"
"PSY-00663","Aula invertida","Psicología Educativa","Contenido en casa, práctica en clase","En psicología educativa, contenido en casa, práctica en clase. Relevante para aula invertida en psicología educativa.","El orientador implementa estrategias de aula invertida para apoyar al alumno.","","","alto","Woolfolk (2020). Educational Psychology.","2.0.0","2026-03-29"
"PSY-00664","Conciencia fonológica","Psicología Educativa","Reconocer y manipular sonidos del lenguaje","En psicología educativa, reconocer y manipular sonidos del lenguaje. Relevante para conciencia fonológica en psicología educativa.","El orientador implementa estrategias de conciencia fonológica para apoyar al alumno.","","","alto","Woolfolk (2020). Educational Psychology.","2.0.0","2026-03-29"
"PSY-00665","Dificultad de aprendizaje","Psicología Educativa","Alteración en adquisición de habilidades académicas","En psicología educativa, alteración en adquisición de habilidades académicas. Relevante para dificultad de aprendizaje en psicología educativa.","El orientador implementa estrategias de dificultad de aprendizaje para apoyar al alumno.","","","alto","Woolfolk (2020). Educational Psychology.","2.0.0","2026-03-29"
"PSY-00666","Satisfacción laboral","Psicología Organizacional","Actitud global positiva hacia el empleo","En psicología organizacional, actitud global positiva hacia el empleo. Relevante para satisfacción laboral en psicología organizacional.","Se evalúa satisfacción laboral para mejorar el bienestar laboral.","","","alto","Robbins (2019). Organizational Behavior.","2.0.0","2026-03-29"
"PSY-00667","Estrés laboral","Psicología Organizacional","Tensión por demandas que exceden recursos","En psicología organizacional, tensión por demandas que exceden recursos. Relevante para estrés laboral en psicología organizacional.","Se evalúa estrés laboral para mejorar el bienestar laboral.","","","alto","Robbins (2019). Organizational Behavior.","2.0.0","2026-03-29"
"PSY-00668","Síndrome de burnout","Psicología Organizacional","Agotamiento emocional y despersonalización laboral","En psicología organizacional, agotamiento emocional y despersonalización laboral. Relevante para síndrome de burnout en psicología organizacional.","Se evalúa síndrome de burnout para mejorar el bienestar laboral.","","","alto","Robbins (2019). Organizational Behavior.","2.0.0","2026-03-29"
"PSY-00669","Clima organizacional","Psicología Organizacional","Percepción compartida del ambiente de trabajo","En psicología organizacional, percepción compartida del ambiente de trabajo. Relevante para clima organizacional en psicología organizacional.","Se evalúa clima organizacional para mejorar el bienestar laboral.","","","alto","Robbins (2019). Organizational Behavior.","2.0.0","2026-03-29"
"PSY-00670","Cultura organizacional","Psicología Organizacional","Valores, creencias y normas compartidas","En psicología organizacional, valores, creencias y normas compartidas. Relevante para cultura organizacional en psicología organizacional.","Se evalúa cultura organizacional para mejorar el bienestar laboral.","","","alto","Robbins (2019). Organizational Behavior.","2.0.0","2026-03-29"
"PSY-00671","Liderazgo situacional","Psicología Organizacional","Adaptar estilo al nivel de madurez del colaborador","En psicología organizacional, adaptar estilo al nivel de madurez del colaborador. Relevante para liderazgo situacional en psicología organizacional.","Se evalúa liderazgo situacional para mejorar el bienestar laboral.","","","alto","Robbins (2019). Organizational Behavior.","2.0.0","2026-03-29"
"PSY-00672","Selección de personal","Psicología Organizacional","Elegir candidato más idóneo para puesto","En psicología organizacional, elegir candidato más idóneo para puesto. Relevante para selección de personal en psicología organizacional.","Se evalúa selección de personal para mejorar el bienestar laboral.","","","alto","Robbins (2019). Organizational Behavior.","2.0.0","2026-03-29"
"PSY-00673","Evaluación del desempeño","Psicología Organizacional","Valoración sistemática del rendimiento","En psicología organizacional, valoración sistemática del rendimiento. Relevante para evaluación del desempeño en psicología organizacional.","Se evalúa evaluación del desempeño para mejorar el bienestar laboral.","","","alto","Robbins (2019). Organizational Behavior.","2.0.0","2026-03-29"
"PSY-00674","Compromiso organizacional","Psicología Organizacional","Identificación y vinculación afectiva con organización","En psicología organizacional, identificación y vinculación afectiva con organización. Relevante para compromiso organizacional en psicología organizacional.","Se evalúa compromiso organizacional para mejorar el bienestar laboral.","","","alto","Robbins (2019). Organizational Behavior.","2.0.0","2026-03-29"
"PSY-00675","Engagement laboral","Psicología Organizacional","Estado de vigor, dedicación y absorción","En psicología organizacional, estado de vigor, dedicación y absorción. Relevante para engagement laboral en psicología organizacional.","Se evalúa engagement laboral para mejorar el bienestar laboral.","","","alto","Robbins (2019). Organizational Behavior.","2.0.0","2026-03-29"
"PSY-00676","Coaching ejecutivo","Psicología Organizacional","Acompañamiento para desarrollar habilidades directivas","En psicología organizacional, acompañamiento para desarrollar habilidades directivas. Relevante para coaching ejecutivo en psicología organizacional.","Se evalúa coaching ejecutivo para mejorar el bienestar laboral.","","","alto","Robbins (2019). Organizational Behavior.","2.0.0","2026-03-29"
"PSY-00677","Trabajo en equipo","Psicología Organizacional","Colaboración coordinada para objetivos compartidos","En psicología organizacional, colaboración coordinada para objetivos compartidos. Relevante para trabajo en equipo en psicología organizacional.","Se evalúa trabajo en equipo para mejorar el bienestar laboral.","","","alto","Robbins (2019). Organizational Behavior.","2.0.0","2026-03-29"
"PSY-00678","Conflicto de rol","Psicología Organizacional","Expectativas incompatibles en un puesto","En psicología organizacional, expectativas incompatibles en un puesto. Relevante para conflicto de rol en psicología organizacional.","Se evalúa conflicto de rol para mejorar el bienestar laboral.","","","alto","Robbins (2019). Organizational Behavior.","2.0.0","2026-03-29"
"PSY-00679","Contrato psicológico","Psicología Organizacional","Expectativas implícitas empleado-organización","En psicología organizacional, expectativas implícitas empleado-organización. Relevante para contrato psicológico en psicología organizacional.","Se evalúa contrato psicológico para mejorar el bienestar laboral.","","","alto","Robbins (2019). Organizational Behavior.","2.0.0","2026-03-29"
"PSY-00680","Acoso laboral","Psicología Organizacional","Conducta hostil repetida que genera daño psicológico","En psicología organizacional, conducta hostil repetida que genera daño psicológico. Relevante para acoso laboral en psicología organizacional.","Se evalúa acoso laboral para mejorar el bienestar laboral.","","","alto","Robbins (2019). Organizational Behavior.","2.0.0","2026-03-29"
"PSY-00681","Mobbing","Psicología Organizacional","Acoso psicológico laboral sistemático","En psicología organizacional, acoso psicológico laboral sistemático. Relevante para mobbing en psicología organizacional.","Se evalúa mobbing para mejorar el bienestar laboral.","","","alto","Robbins (2019). Organizational Behavior.","2.0.0","2026-03-29"
"PSY-00682","Conciliación trabajo-familia","Psicología Organizacional","Equilibrio entre demandas laborales y familiares","En psicología organizacional, equilibrio entre demandas laborales y familiares. Relevante para conciliación trabajo-familia en psicología organizacional.","Se evalúa conciliación trabajo-familia para mejorar el bienestar laboral.","","","alto","Robbins (2019). Organizational Behavior.","2.0.0","2026-03-29"
"PSY-00683","Rotación de personal","Psicología Organizacional","Tasa de entrada y salida de trabajadores","En psicología organizacional, tasa de entrada y salida de trabajadores. Relevante para rotación de personal en psicología organizacional.","Se evalúa rotación de personal para mejorar el bienestar laboral.","","","alto","Robbins (2019). Organizational Behavior.","2.0.0","2026-03-29"
"PSY-00684","Motivación laboral","Psicología Organizacional","Impulso hacia metas organizacionales","En psicología organizacional, impulso hacia metas organizacionales. Relevante para motivación laboral en psicología organizacional.","Se evalúa motivación laboral para mejorar el bienestar laboral.","","","alto","Robbins (2019). Organizational Behavior.","2.0.0","2026-03-29"
"PSY-00685","Autonomía laboral","Psicología Organizacional","Libertad para decidir cómo ejecutar el trabajo","En psicología organizacional, libertad para decidir cómo ejecutar el trabajo. Relevante para autonomía laboral en psicología organizacional.","Se evalúa autonomía laboral para mejorar el bienestar laboral.","","","alto","Robbins (2019). Organizational Behavior.","2.0.0","2026-03-29"
"PSY-00686","Capital psicológico","Psicología Organizacional","Autoeficacia, esperanza, resiliencia y optimismo","En psicología organizacional, autoeficacia, esperanza, resiliencia y optimismo. Relevante para capital psicológico en psicología organizacional.","Se evalúa capital psicológico para mejorar el bienestar laboral.","","","alto","Robbins (2019). Organizational Behavior.","2.0.0","2026-03-29"
"PSY-00687","Justicia organizacional","Psicología Organizacional","Percepción de equidad en decisiones","En psicología organizacional, percepción de equidad en decisiones. Relevante para justicia organizacional en psicología organizacional.","Se evalúa justicia organizacional para mejorar el bienestar laboral.","","","alto","Robbins (2019). Organizational Behavior.","2.0.0","2026-03-29"
"PSY-00688","Desarrollo organizacional","Psicología Organizacional","Cambio planificado para mejorar efectividad","En psicología organizacional, cambio planificado para mejorar efectividad. Relevante para desarrollo organizacional en psicología organizacional.","Se evalúa desarrollo organizacional para mejorar el bienestar laboral.","","","alto","Robbins (2019). Organizational Behavior.","2.0.0","2026-03-29"
"PSY-00689","Gestión del talento","Psicología Organizacional","Atraer, desarrollar y retener alto potencial","En psicología organizacional, atraer, desarrollar y retener alto potencial. Relevante para gestión del talento en psicología organizacional.","Se evalúa gestión del talento para mejorar el bienestar laboral.","","","alto","Robbins (2019). Organizational Behavior.","2.0.0","2026-03-29"
"PSY-00690","Tecnoestrés","Psicología Organizacional","Estrés por uso de tecnologías de información","En psicología organizacional, estrés por uso de tecnologías de información. Relevante para tecnoestrés en psicología organizacional.","Se evalúa tecnoestrés para mejorar el bienestar laboral.","","","alto","Robbins (2019). Organizational Behavior.","2.0.0","2026-03-29"
"PSY-00691","Presentismo laboral","Psicología Organizacional","Asistir al trabajo sin productividad real","En psicología organizacional, asistir al trabajo sin productividad real. Relevante para presentismo laboral en psicología organizacional.","Se evalúa presentismo laboral para mejorar el bienestar laboral.","","","alto","Robbins (2019). Organizational Behavior.","2.0.0","2026-03-29"
"PSY-00692","Trabajo emocional","Psicología Organizacional","Regulación de emociones como requerimiento laboral","En psicología organizacional, regulación de emociones como requerimiento laboral. Relevante para trabajo emocional en psicología organizacional.","Se evalúa trabajo emocional para mejorar el bienestar laboral.","","","alto","Robbins (2019). Organizational Behavior.","2.0.0","2026-03-29"
"PSY-00693","Feedback organizacional","Psicología Organizacional","Retroalimentación sobre rendimiento","En psicología organizacional, retroalimentación sobre rendimiento. Relevante para feedback organizacional en psicología organizacional.","Se evalúa feedback organizacional para mejorar el bienestar laboral.","","","alto","Robbins (2019). Organizational Behavior.","2.0.0","2026-03-29"
"PSY-00694","Ergonomía cognitiva","Psicología Organizacional","Diseño adaptado a capacidades cognitivas del usuario","En psicología organizacional, diseño adaptado a capacidades cognitivas del usuario. Relevante para ergonomía cognitiva en psicología organizacional.","Se evalúa ergonomía cognitiva para mejorar el bienestar laboral.","","","alto","Robbins (2019). Organizational Behavior.","2.0.0","2026-03-29"
"PSY-00695","Gestión del cambio","Psicología Organizacional","Facilitar transiciones organizacionales","En psicología organizacional, facilitar transiciones organizacionales. Relevante para gestión del cambio en psicología organizacional.","Se evalúa gestión del cambio para mejorar el bienestar laboral.","","","alto","Robbins (2019). Organizational Behavior.","2.0.0","2026-03-29"
"PSY-00696","Resiliencia organizacional","Psicología Organizacional","Adaptarse positivamente ante crisis","En psicología organizacional, adaptarse positivamente ante crisis. Relevante para resiliencia organizacional en psicología organizacional.","Se evalúa resiliencia organizacional para mejorar el bienestar laboral.","","","alto","Robbins (2019). Organizational Behavior.","2.0.0","2026-03-29"
"PSY-00697","Socialización organizacional","Psicología Organizacional","Integración del nuevo empleado a la cultura","En psicología organizacional, integración del nuevo empleado a la cultura. Relevante para socialización organizacional en psicología organizacional.","Se evalúa socialización organizacional para mejorar el bienestar laboral.","","","alto","Robbins (2019). Organizational Behavior.","2.0.0","2026-03-29"
"PSY-00698","Análisis de puestos","Psicología Organizacional","Estudio de tareas y requisitos de un puesto","En psicología organizacional, estudio de tareas y requisitos de un puesto. Relevante para análisis de puestos en psicología organizacional.","Se evalúa análisis de puestos para mejorar el bienestar laboral.","","","alto","Robbins (2019). Organizational Behavior.","2.0.0","2026-03-29"
"PSY-00699","Bienestar laboral","Psicología Organizacional","Salud física y psicológica positiva en trabajo","En psicología organizacional, salud física y psicológica positiva en trabajo. Relevante para bienestar laboral en psicología organizacional.","Se evalúa bienestar laboral para mejorar el bienestar laboral.","","","alto","Robbins (2019). Organizational Behavior.","2.0.0","2026-03-29"
"PSY-00700","Evaluación forense","Psicología Forense","Valoración psicológica para asesorar al tribunal","En psicología forense, valoración psicológica para asesorar al tribunal. Relevante para evaluación forense en psicología forense.","El psicólogo forense evalúa evaluación forense en el informe pericial.","","","alto","Echeburúa (2016). Evaluación Forense.","2.0.0","2026-03-29"
"PSY-00701","Informe pericial psicológico","Psicología Forense","Documento técnico de conclusiones forenses","En psicología forense, documento técnico de conclusiones forenses. Relevante para informe pericial psicológico en psicología forense.","El psicólogo forense evalúa informe pericial psicológico en el informe pericial.","","","alto","Echeburúa (2016). Evaluación Forense.","2.0.0","2026-03-29"
"PSY-00702","Credibilidad del testimonio","Psicología Forense","Evaluación de veracidad de declaración testifical","En psicología forense, evaluación de veracidad de declaración testifical. Relevante para credibilidad del testimonio en psicología forense.","El psicólogo forense evalúa credibilidad del testimonio en el informe pericial.","","","alto","Echeburúa (2016). Evaluación Forense.","2.0.0","2026-03-29"
"PSY-00703","Imputabilidad","Psicología Forense","Capacidad de comprender ilicitud de un acto","En psicología forense, capacidad de comprender ilicitud de un acto. Relevante para imputabilidad en psicología forense.","El psicólogo forense evalúa imputabilidad en el informe pericial.","","","alto","Echeburúa (2016). Evaluación Forense.","2.0.0","2026-03-29"
"PSY-00704","Evaluación de peligrosidad","Psicología Forense","Estimación de riesgo de conducta violenta futura","En psicología forense, estimación de riesgo de conducta violenta futura. Relevante para evaluación de peligrosidad en psicología forense.","El psicólogo forense evalúa evaluación de peligrosidad en el informe pericial.","","","alto","Echeburúa (2016). Evaluación Forense.","2.0.0","2026-03-29"
"PSY-00705","Psicología del testimonio","Psicología Forense","Factores que afectan fiabilidad de declaraciones","En psicología forense, factores que afectan fiabilidad de declaraciones. Relevante para psicología del testimonio en psicología forense.","El psicólogo forense evalúa psicología del testimonio en el informe pericial.","","","alto","Echeburúa (2016). Evaluación Forense.","2.0.0","2026-03-29"
"PSY-00706","Autopsia psicológica","Psicología Forense","Reconstrucción del estado mental de persona fallecida","En psicología forense, reconstrucción del estado mental de persona fallecida. Relevante para autopsia psicológica en psicología forense.","El psicólogo forense evalúa autopsia psicológica en el informe pericial.","","","alto","Echeburúa (2016). Evaluación Forense.","2.0.0","2026-03-29"
"PSY-00707","Simulación de trastorno","Psicología Forense","Producción intencionada de síntomas falsos","En psicología forense, producción intencionada de síntomas falsos. Relevante para simulación de trastorno en psicología forense.","El psicólogo forense evalúa simulación de trastorno en el informe pericial.","","","alto","Echeburúa (2016). Evaluación Forense.","2.0.0","2026-03-29"
"PSY-00708","Perfil criminal","Psicología Forense","Inferir características del autor de un delito","En psicología forense, inferir características del autor de un delito. Relevante para perfil criminal en psicología forense.","El psicólogo forense evalúa perfil criminal en el informe pericial.","","","alto","Echeburúa (2016). Evaluación Forense.","2.0.0","2026-03-29"
"PSY-00709","Violencia de género","Psicología Forense","Violencia dirigida por razón de género","En psicología forense, violencia dirigida por razón de género. Relevante para violencia de género en psicología forense.","El psicólogo forense evalúa violencia de género en el informe pericial.","","","alto","Echeburúa (2016). Evaluación Forense.","2.0.0","2026-03-29"
"PSY-00710","Victimización secundaria","Psicología Forense","Sufrimiento adicional por proceso judicial","En psicología forense, sufrimiento adicional por proceso judicial. Relevante para victimización secundaria en psicología forense.","El psicólogo forense evalúa victimización secundaria en el informe pericial.","","","alto","Echeburúa (2016). Evaluación Forense.","2.0.0","2026-03-29"
"PSY-00711","Custodia compartida","Psicología Forense","Distribución de responsabilidades entre progenitores","En psicología forense, distribución de responsabilidades entre progenitores. Relevante para custodia compartida en psicología forense.","El psicólogo forense evalúa custodia compartida en el informe pericial.","","","alto","Echeburúa (2016). Evaluación Forense.","2.0.0","2026-03-29"
"PSY-00712","Guarda y custodia","Psicología Forense","Determinación judicial del cuidado de hijos","En psicología forense, determinación judicial del cuidado de hijos. Relevante para guarda y custodia en psicología forense.","El psicólogo forense evalúa guarda y custodia en el informe pericial.","","","alto","Echeburúa (2016). Evaluación Forense.","2.0.0","2026-03-29"
"PSY-00713","Mediación familiar","Psicología Forense","Resolución de conflictos familiares por profesional neutral","En psicología forense, resolución de conflictos familiares por profesional neutral. Relevante para mediación familiar en psicología forense.","El psicólogo forense evalúa mediación familiar en el informe pericial.","","","alto","Echeburúa (2016). Evaluación Forense.","2.0.0","2026-03-29"
"PSY-00714","Reincidencia delictiva","Psicología Forense","Nuevos delitos tras cumplir condena","En psicología forense, nuevos delitos tras cumplir condena. Relevante para reincidencia delictiva en psicología forense.","El psicólogo forense evalúa reincidencia delictiva en el informe pericial.","","","alto","Echeburúa (2016). Evaluación Forense.","2.0.0","2026-03-29"
"PSY-00715","Psicopatía forense","Psicología Forense","Evaluación de rasgos psicopáticos en contexto legal","En psicología forense, evaluación de rasgos psicopáticos en contexto legal. Relevante para psicopatía forense en psicología forense.","El psicólogo forense evalúa psicopatía forense en el informe pericial.","","","alto","Echeburúa (2016). Evaluación Forense.","2.0.0","2026-03-29"
"PSY-00716","Competencia parental","Psicología Forense","Capacidad de cubrir necesidades de desarrollo de hijos","En psicología forense, capacidad de cubrir necesidades de desarrollo de hijos. Relevante para competencia parental en psicología forense.","El psicólogo forense evalúa competencia parental en el informe pericial.","","","alto","Echeburúa (2016). Evaluación Forense.","2.0.0","2026-03-29"
"PSY-00717","Maltrato infantil","Psicología Forense","Acción que causa daño físico o psicológico a menor","En psicología forense, acción que causa daño físico o psicológico a menor. Relevante para maltrato infantil en psicología forense.","El psicólogo forense evalúa maltrato infantil en el informe pericial.","","","alto","Echeburúa (2016). Evaluación Forense.","2.0.0","2026-03-29"
"PSY-00718","Daño psicológico","Psicología Forense","Lesión emocional por acto ilícito o traumático","En psicología forense, lesión emocional por acto ilícito o traumático. Relevante para daño psicológico en psicología forense.","El psicólogo forense evalúa daño psicológico en el informe pericial.","","","alto","Echeburúa (2016). Evaluación Forense.","2.0.0","2026-03-29"
"PSY-00719","Sugestibilidad interrogativa","Psicología Forense","Vulnerabilidad a información engañosa en interrogatorio","En psicología forense, vulnerabilidad a información engañosa en interrogatorio. Relevante para sugestibilidad interrogativa en psicología forense.","El psicólogo forense evalúa sugestibilidad interrogativa en el informe pericial.","","","alto","Echeburúa (2016). Evaluación Forense.","2.0.0","2026-03-29"
"PSY-00720","Psicología penitenciaria","Psicología Forense","Psicología en contexto carcelario y reinserción","En psicología forense, psicología en contexto carcelario y reinserción. Relevante para psicología penitenciaria en psicología forense.","El psicólogo forense evalúa psicología penitenciaria en el informe pericial.","","","alto","Echeburúa (2016). Evaluación Forense.","2.0.0","2026-03-29"
"PSY-00721","Violencia filio-parental","Psicología Forense","Agresiones de hijos hacia progenitores","En psicología forense, agresiones de hijos hacia progenitores. Relevante para violencia filio-parental en psicología forense.","El psicólogo forense evalúa violencia filio-parental en el informe pericial.","","","alto","Echeburúa (2016). Evaluación Forense.","2.0.0","2026-03-29"
"PSY-00722","Violencia vicaria","Psicología Forense","Violencia sobre hijos para dañar al otro progenitor","En psicología forense, violencia sobre hijos para dañar al otro progenitor. Relevante para violencia vicaria en psicología forense.","El psicólogo forense evalúa violencia vicaria en el informe pericial.","","","alto","Echeburúa (2016). Evaluación Forense.","2.0.0","2026-03-29"
"PSY-00723","Psicología jurídica","Psicología Forense","Conocimientos psicológicos al ámbito del derecho","En psicología forense, conocimientos psicológicos al ámbito del derecho. Relevante para psicología jurídica en psicología forense.","El psicólogo forense evalúa psicología jurídica en el informe pericial.","","","alto","Echeburúa (2016). Evaluación Forense.","2.0.0","2026-03-29"
"PSY-00724","Valoración de secuelas","Psicología Forense","Evaluación de consecuencias psicológicas permanentes","En psicología forense, evaluación de consecuencias psicológicas permanentes. Relevante para valoración de secuelas en psicología forense.","El psicólogo forense evalúa valoración de secuelas en el informe pericial.","","","alto","Echeburúa (2016). Evaluación Forense.","2.0.0","2026-03-29"
"PSY-00725","Calidad de vida","Psicología de la Salud","Percepción de posición vital según salud y metas","En psicología de la salud, percepción de posición vital según salud y metas. Relevante para calidad de vida en psicología de la salud.","Se aborda calidad de vida para mejorar la calidad de vida del paciente.","","","alto","Taylor (2021). Health Psychology.","2.0.0","2026-03-29"
"PSY-00726","Adherencia terapéutica","Psicología de la Salud","Grado de seguimiento del tratamiento prescrito","En psicología de la salud, grado de seguimiento del tratamiento prescrito. Relevante para adherencia terapéutica en psicología de la salud.","Se aborda adherencia terapéutica para mejorar la calidad de vida del paciente.","","","alto","Taylor (2021). Health Psychology.","2.0.0","2026-03-29"
"PSY-00727","Estrés percibido","Psicología de la Salud","Evaluación subjetiva de demandas como amenazantes","En psicología de la salud, evaluación subjetiva de demandas como amenazantes. Relevante para estrés percibido en psicología de la salud.","Se aborda estrés percibido para mejorar la calidad de vida del paciente.","","","alto","Taylor (2021). Health Psychology.","2.0.0","2026-03-29"
"PSY-00728","Modelo de creencias de salud","Psicología de la Salud","Conductas de salud según percepción de riesgo","En psicología de la salud, conductas de salud según percepción de riesgo. Relevante para modelo de creencias de salud en psicología de la salud.","Se aborda modelo de creencias de salud para mejorar la calidad de vida del paciente.","","","alto","Taylor (2021). Health Psychology.","2.0.0","2026-03-29"
"PSY-00729","Modelo transteórico del cambio","Psicología de la Salud","Etapas desde precontemplación a mantenimiento","En psicología de la salud, etapas desde precontemplación a mantenimiento. Relevante para modelo transteórico del cambio en psicología de la salud.","Se aborda modelo transteórico del cambio para mejorar la calidad de vida del paciente.","","","alto","Taylor (2021). Health Psychology.","2.0.0","2026-03-29"
"PSY-00730","Psiconeuroinmunología","Psicología de la Salud","Interacciones entre mente, nervio e inmunidad","En psicología de la salud, interacciones entre mente, nervio e inmunidad. Relevante para psiconeuroinmunología en psicología de la salud.","Se aborda psiconeuroinmunología para mejorar la calidad de vida del paciente.","","","alto","Taylor (2021). Health Psychology.","2.0.0","2026-03-29"
"PSY-00731","Psicooncología","Psicología de la Salud","Aspectos psicológicos del cáncer y tratamiento","En psicología de la salud, aspectos psicológicos del cáncer y tratamiento. Relevante para psicooncología en psicología de la salud.","Se aborda psicooncología para mejorar la calidad de vida del paciente.","","","alto","Taylor (2021). Health Psychology.","2.0.0","2026-03-29"
"PSY-00732","Dolor crónico","Psicología de la Salud","Dolor persistente con componentes biopsicosociales","En psicología de la salud, dolor persistente con componentes biopsicosociales. Relevante para dolor crónico en psicología de la salud.","Se aborda dolor crónico para mejorar la calidad de vida del paciente.","","","alto","Taylor (2021). Health Psychology.","2.0.0","2026-03-29"
"PSY-00733","Conducta de salud","Psicología de la Salud","Acción para mantener o mejorar la salud","En psicología de la salud, acción para mantener o mejorar la salud. Relevante para conducta de salud en psicología de la salud.","Se aborda conducta de salud para mejorar la calidad de vida del paciente.","","","alto","Taylor (2021). Health Psychology.","2.0.0","2026-03-29"
"PSY-00734","Somatización","Psicología de la Salud","Malestar psicológico expresado mediante síntomas físicos","En psicología de la salud, malestar psicológico expresado mediante síntomas físicos. Relevante para somatización en psicología de la salud.","Se aborda somatización para mejorar la calidad de vida del paciente.","","","alto","Taylor (2021). Health Psychology.","2.0.0","2026-03-29"
"PSY-00735","Imagen corporal","Psicología de la Salud","Representación mental del propio cuerpo","En psicología de la salud, representación mental del propio cuerpo. Relevante para imagen corporal en psicología de la salud.","Se aborda imagen corporal para mejorar la calidad de vida del paciente.","","","alto","Taylor (2021). Health Psychology.","2.0.0","2026-03-29"
"PSY-00736","Estrés del cuidador","Psicología de la Salud","Agotamiento de quien cuida a personas dependientes","En psicología de la salud, agotamiento de quien cuida a personas dependientes. Relevante para estrés del cuidador en psicología de la salud.","Se aborda estrés del cuidador para mejorar la calidad de vida del paciente.","","","alto","Taylor (2021). Health Psychology.","2.0.0","2026-03-29"
"PSY-00737","Bienestar subjetivo","Psicología de la Salud","Evaluación personal de la propia vida","En psicología de la salud, evaluación personal de la propia vida. Relevante para bienestar subjetivo en psicología de la salud.","Se aborda bienestar subjetivo para mejorar la calidad de vida del paciente.","","","alto","Taylor (2021). Health Psychology.","2.0.0","2026-03-29"
